id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
3532058,2019,Outros,111024364.38999999,0.0,371613.77,6002945.06,6374558.83
3513850,2019,Outros,67631672.39,0.0,0.0,1463846.01,1463846.01
3506300,2019,Outros,171374066.95,0.0,556257.68,6323210.41,6879468.09
3549300,2019,Outros,71595038.11999999,24120.0,218392.28,2803785.01,3046297.2899999996
3522653,2019,Outros,90834381.16,0.0,356656.5,3099112.04,3455768.54
3531704,2019,Outros,88103784.86999999,0.0,247560.86,5188408.16,5435969.0200000005
3526001,2019,Outros,355333914.95000005,0.0,912954.65,10283098.41,11196053.06
3519253,2019,Outros,139279081.81,0.0,99449.25,6633192.8,6732642.05
3553005,2019,Outros,182767913.2,0.0,235321.69,6163629.24,6398950.930000001
3551405,2019,Outros,166828786.01999998,0.0,412770.66,6845216.35,7257987.01
3520202,2019,Outros,205828626.45999998,0.0,838209.57,5791483.69,6629693.260000001
3539608,2019,Outros,135400636.60000002,0.0,146951.27,3381755.24,3528706.5100000002
3555208,2019,Outros,88428702.55000001,0.0,158121.43,3578650.01,3736771.44
3507704,2019,Outros,111043400.49000001,0.0,290566.41,3981081.59,4271648.0
3508900,2019,Outros,90236336.9,0.0,234960.4,1770021.91,2004982.3099999998
3532827,2019,Outros,164853528.18,0.0,1184841.4,5183673.46,6368514.859999999
3553708,2019,Outros,1000201843.8,0.0,0.0,0.0,0.0
3546009,2019,Outros,254673970.09000003,0.0,282476.77,7325002.89,7607479.66
3513306,2019,Outros,78812317.41000001,0.0,79051.5,3145044.84,3224096.34
3511003,2019,Outros,451870091.02,0.0,828938.37,14536920.48,15365858.85
3539004,2019,Outros,175833505.73,0.0,110071.55,6316269.32,6426340.87
3537602,2019,Outros,1387111169.04,0.0,14409753.08,65199819.13,79609572.21000001
3528007,2019,Outros,334914123.94,0.0,70439.66,13131029.41,13201469.07
3553856,2019,Outros,129301187.87,0.0,518223.94,6421770.69,6939994.630000001
3542800,2019,Outros,83161009.60999998,0.0,815676.16,3360537.15,4176213.31
3530508,2019,Outros,916898685.29,0.0,980019.07,36300459.33,37280478.4
3556305,2019,Outros,442422070.62,0.0,316878.78,21463955.16,21780833.94
3538501,2019,Outros,150405859.20000002,0.0,80683.54,4158871.05,4239554.59
3546256,2019,Outros,77322548.23,0.0,76657.44,2941721.09,3018378.53
3539905,2019,Outros,97158269.58,0.0,0.0,4794205.23,4794205.23
3541208,2019,Outros,222146232.87,0.0,885915.35,4686623.78,5572539.13
3521804,2019,Outros,455927322.1699999,0.0,897543.12,9418349.1,10315892.219999999
3539202,2019,Outros,396110182.87,0.0,1036105.7,17441985.59,18478091.29
3527801,2019,Outros,88725039.75,0.0,43819.17,3348919.52,3392738.69
